"행정구역","2021년_총인구수","2021년_세대수","2021년_세대당 인구","2021년_남자 인구수","2021년_여자 인구수","2021년_남여 비율"
"서울특별시 서초구 (1165000000)","412,279","170,244","          2.42","197,034","215,245","          0.92"
"서울특별시 강남구 (1168000000)","533,042","234,233","          2.28","255,047","277,995","          0.92"
"서울특별시 송파구 (1171000000)","658,338","282,417","          2.33","317,346","340,992","          0.93"
"서울특별시 강동구 (1174000000)","462,664","201,613","          2.29","227,002","235,662","          0.96"
"부산광역시  (2600000000)","3,350,380","1,544,663","          2.17","1,639,044","1,711,336","          0.96"
"부산광역시 중구 (2611000000)","40,524","23,925","          1.69","19,755","20,769","          0.95"
"부산광역시 서구 (2614000000)","105,164","52,960","          1.99","50,853","54,311","          0.94"
"부산광역시 동구 (2617000000)","87,679","46,362","          1.89","42,877","44,802","          0.96"
"부산광역시 영도구 (2620000000)","110,638","54,659","          2.02","54,471","56,167","          0.97"
"부산광역시 부산진구 (2623000000)","353,159","173,353","          2.04","170,181","182,978","          0.93"
"부산광역시 동래구 (2626000000)","266,866","115,718","          2.31","129,681","137,185","          0.95"
"부산광역시 남구 (2629000000)","262,069","117,821","          2.22","127,955","134,114","          0.95"
"부산광역시 북구 (2632000000)","283,211","123,316","          2.30","139,795","143,416","          0.97"
"부산광역시 해운대구 (2635000000)","396,438","172,397","          2.30","190,624","205,814","          0.93"
"부산광역시 사하구 (2638000000)","306,003","139,604","          2.19","152,197","153,806","          0.99"
"부산광역시 금정구 (2641000000)","228,049","108,070","          2.11","111,513","116,536","          0.96"
"부산광역시 강서구 (2644000000)","142,918","61,502","          2.32","74,047","68,871","          1.08"
"부산광역시 연제구 (2647000000)","207,144","93,606","          2.21","99,761","107,383","          0.93"
"부산광역시 수영구 (2650000000)","175,095","85,896","          2.04","82,609","92,486","          0.89"
"부산광역시 사상구 (2653000000)","208,298","98,621","          2.11","105,034","103,264","          1.02"
"부산광역시 기장군 (2671000000)","177,125","76,853","          2.30","87,691","89,434","          0.98"
"대구광역시  (2700000000)","2,385,412","1,063,893","          2.24","1,175,632","1,209,780","          0.97"
"대구광역시 중구 (2711000000)","74,791","38,370","          1.95","35,948","38,843","          0.93"
"대구광역시 동구 (2714000000)","341,436","158,423","          2.16","167,888","173,548","          0.97"
"대구광역시 서구 (2717000000)","164,528","82,301","          2.00","82,241","82,287","          1.00"
"대구광역시 남구 (2720000000)","143,175","76,256","          1.88","68,799","74,376","          0.93"
"대구광역시 북구 (2723000000)","437,008","190,956","          2.29","217,420","219,588","          0.99"
"대구광역시 수성구 (2726000000)","417,097","171,239","          2.44","201,689","215,408","          0.94"
"대구광역시 달서구 (2729000000)","544,926","234,950","          2.32","268,498","276,428","          0.97"
"대구광역시 달성군 (2771000000)","262,451","111,398","          2.36","133,149","129,302","          1.03"
"인천광역시  (2800000000)","2,948,375","1,298,647","          2.27","1,476,373","1,472,002","          1.00"
"인천광역시 중구 (2811000000)","143,633","71,061","          2.02","74,679","68,954","          1.08"
"인천광역시 중구영종출장소 (2811400000)","0","0","          0.00","0","0","          0.00"
"인천광역시 중구용유출장소 (2811800000)","0","0","          0.00","0","0","          0.00"
"인천광역시 동구 (2814000000)","61,486","28,681","          2.14","30,998","30,488","          1.02"
"인천광역시 미추홀구 (2817700000)","407,464","193,561","          2.11","205,283","202,181","          1.02"
"인천광역시 연수구 (2818500000)","389,644","155,984","          2.50","193,417","196,227","          0.99"
"인천광역시 남동구 (2820000000)","518,272","228,442","          2.27","257,468","260,804","          0.99"
"인천광역시 부평구 (2823700000)","486,765","213,372","          2.28","240,348","246,417","          0.98"
"인천광역시 계양구 (2824500000)","295,696","127,984","          2.31","147,316","148,380","          0.99"
"인천광역시 서구 (2826000000)","555,380","232,834","          2.39","280,398","274,982","          1.02"
"인천광역시 서구검단출장소 (2826500000)","0","0","          0.00","0","0","          0.00"
"인천광역시 강화군 (2871000000)","69,693","34,667","          2.01","34,868","34,825","          1.00"
"인천광역시 옹진군 (2872000000)","20,342","12,061","          1.69","11,598","8,744","          1.33"
"광주광역시  (2900000000)","1,441,611","645,712","          2.23","713,015","728,596","          0.98"
"광주광역시 동구 (2911000000)","103,470","52,362","          1.98","51,046","52,424","          0.97"
"광주광역시 서구 (2914000000)","291,231","132,808","          2.19","142,721","148,510","          0.96"
"광주광역시 남구 (2915500000)","215,575","95,722","          2.25","103,542","112,033","          0.92"
"광주광역시 북구 (2917000000)","427,114","195,695","          2.18","211,999","215,115","          0.99"
"광주광역시 광산구 (2920000000)","404,221","169,125","          2.39","203,707","200,514","          1.02"
"대전광역시  (3000000000)","1,452,251","664,417","          2.19","724,626","727,625","          1.00"
"대전광역시 동구 (3011000000)","222,222","107,832","          2.06","111,953","110,269","          1.02"
"대전광역시 중구 (3014000000)","230,341","107,609","          2.14","113,507","116,834","          0.97"
"대전광역시 서구 (3017000000)","473,365","213,592","          2.22","232,714","240,651","          0.97"
"대전광역시 유성구 (3020000000)","351,277","155,450","          2.26","177,463","173,814","          1.02"
"대전광역시 대덕구 (3023000000)","175,046","79,934","          2.19","88,989","86,057","          1.03"
"울산광역시  (3100000000)","1,121,592","482,650","          2.32","576,217","545,375","          1.06"
"울산광역시 중구 (3111000000)","212,883","93,633","          2.27","107,736","105,147","          1.02"
"울산광역시 남구 (3114000000)","313,819","138,512","          2.27","160,055","153,764","          1.04"
"울산광역시 동구 (3117000000)","154,096","66,201","          2.33","80,417","73,679","          1.09"
"울산광역시 북구 (3120000000)","218,735","85,815","          2.55","113,265","105,470","          1.07"
"울산광역시 울주군 (3171000000)","222,059","98,489","          2.25","114,744","107,315","          1.07"
"세종특별자치시  (3600000000)","371,895","153,649","          2.42","185,678","186,217","          1.00"
"세종특별자치시  (3611000000)","371,895","153,649","          2.42","185,678","186,217","          1.00"
"경기도  (4100000000)","13,565,450","5,841,995","          2.32","6,827,298","6,738,152","          1.01"
"경기도 수원시 (4111000000)","1,183,714","517,822","          2.29","595,933","587,781","          1.01"
"경기도 수원시 장안구 (4111100000)","273,835","118,432","          2.31","137,861","135,974","          1.01"
"경기도 수원시 권선구 (4111300000)","364,136","157,041","          2.32","183,925","180,211","          1.02"
"경기도 수원시 팔달구 (4111500000)","182,321","91,278","          2.00","91,926","90,395","          1.02"
"경기도 수원시 영통구 (4111700000)","363,422","151,071","          2.41","182,221","181,201","          1.01"
"경기도 성남시 (4113000000)","930,948","409,320","          2.27","461,131","469,817","          0.98"
"경기도 성남시 수정구 (4113100000)","235,988","114,620","          2.06","119,517","116,471","          1.03"
"경기도 성남시 중원구 (4113300000)","210,777","100,328","          2.10","106,772","104,005","          1.03"
"경기도 성남시 분당구 (4113500000)","484,183","194,372","          2.49","234,842","249,341","          0.94"
"경기도 의정부시 (4115000000)","463,661","205,792","          2.25","228,538","235,123","          0.97"
"경기도 안양시 (4117000000)","547,178","224,620","          2.44","270,496","276,682","          0.98"
"경기도 안양시 만안구 (4117100000)","238,311","103,012","          2.31","119,239","119,072","          1.00"
"경기도 안양시 동안구 (4117300000)","308,867","121,608","          2.54","151,257","157,610","          0.96"
"경기도 부천시 (4119000000)","806,067","347,024","          2.32","399,484","406,583","          0.98"
"경기도 광명시 (4121000000)","292,893","119,817","          2.44","144,384","148,509","          0.97"
"경기도 평택시 (4122000000)","564,288","262,097","          2.15","293,954","270,334","          1.09"
"경기도 송탄출장소 (4122200000)","0","0","          0.00","0","0","          0.00"
"경기도 안중출장소 (4122400000)","0","0","          0.00","0","0","          0.00"
"경기도 동두천시 (4125000000)","93,592","44,369","          2.11","46,694","46,898","          1.00"
"경기도 안산시 (4127000000)","652,726","292,113","          2.23","334,646","318,080","          1.05"
"경기도 안산시 상록구 (4127100000)","350,668","156,527","          2.24","178,943","171,725","          1.04"
"경기도 안산시 단원구 (4127300000)","302,058","135,586","          2.23","155,703","146,355","          1.06"
"경기도 고양시 (4128000000)","1,079,353","456,852","          2.36","528,094","551,259","          0.96"
"경기도 고양시 덕양구 (4128100000)","482,927","210,486","          2.29","238,375","244,552","          0.97"
"경기도 고양시 일산동구 (4128500000)","298,873","128,436","          2.33","145,362","153,511","          0.95"
"경기도 고양시 일산서구 (4128700000)","297,553","117,930","          2.52","144,357","153,196","          0.94"
"경기도 과천시 (4129000000)","73,345","27,262","          2.69","36,092","37,253","          0.97"
"경기도 구리시 (4131000000)","191,948","80,616","          2.38","95,172","96,776","          0.98"
"경기도 남양주시 (4136000000)","733,798","299,156","          2.45","365,103","368,695","          0.99"
"경기도 풍양출장소 (4136200000)","0","0","          0.00","0","0","          0.00"
"경기도 오산시 (4137000000)","229,983","102,161","          2.25","119,409","110,574","          1.08"
"경기도 시흥시 (4139000000)","512,030","220,421","          2.32","267,423","244,607","          1.09"
"경기도 군포시 (4141000000)","268,535","113,205","          2.37","133,246","135,289","          0.98"
"경기도 의왕시 (4143000000)","163,356","65,734","          2.49","81,148","82,208","          0.99"
"경기도 하남시 (4145000000)","320,087","138,764","          2.31","160,163","159,924","          1.00"
"경기도 용인시 (4146000000)","1,077,508","429,492","          2.51","534,459","543,049","          0.98"
"경기도 용인시 처인구 (4146100000)","260,198","115,048","          2.26","133,503","126,695","          1.05"
"경기도 용인시 기흥구 (4146300000)","441,742","173,844","          2.54","217,999","223,743","          0.97"
"경기도 용인시 수지구 (4146500000)","375,568","140,600","          2.67","182,957","192,611","          0.95"
"경기도 파주시 (4148000000)","483,245","211,916","          2.28","245,085","238,160","          1.03"
"경기도 이천시 (4150000000)","223,177","101,417","          2.20","115,727","107,450","          1.08"
"경기도 안성시 (4155000000)","189,534","89,118","          2.13","97,895","91,639","          1.07"
"경기도 김포시 (4157000000)","486,508","200,846","          2.42","243,415","243,093","          1.00"
"경기도 화성시 (4159000000)","887,015","372,888","          2.38","460,788","426,227","          1.08"
"경기도 화성시동부출장소 (4159200000)","0","0","          0.00","0","0","          0.00"
"경기도 화성시동탄출장소 (4159400000)","0","0","          0.00","0","0","          0.00"
"경기도 광주시 (4161000000)","387,289","167,673","          2.31","197,673","189,616","          1.04"
"경기도 양주시 (4163000000)","236,368","102,314","          2.31","119,835","116,533","          1.03"
"경기도 포천시 (4165000000)","148,939","73,584","          2.02","78,915","70,024","          1.13"
"경기도 여주시 (4167000000)","112,150","52,731","          2.13","57,022","55,128","          1.03"
"경기도 연천군 (4180000000)","42,721","22,002","          1.94","22,399","20,322","          1.10"
"경기도 가평군 (4182000000)","62,264","31,775","          1.96","32,129","30,135","          1.07"
"경기도 양평군 (4183000000)","121,230","59,094","          2.05","60,846","60,384","          1.01"
"강원도  (4200000000)","1,538,492","746,220","          2.06","774,332","764,160","          1.01"
"강원도 춘천시 (4211000000)","284,594","130,277","          2.18","140,584","144,010","          0.98"
"강원도 원주시 (4213000000)","357,757","164,895","          2.17","177,396","180,361","          0.98"
"강원도 강릉시 (4215000000)","212,965","102,879","          2.07","105,667","107,298","          0.98"
"강원도 동해시 (4217000000)","90,081","42,916","          2.10","45,795","44,286","          1.03"
"강원도 태백시 (4219000000)","40,844","20,731","          1.97","20,656","20,188","          1.02"
"강원도 속초시 (4221000000)","82,791","40,706","          2.03","41,080","41,711","          0.98"
"강원도 삼척시 (4223000000)","63,429","33,184","          1.91","32,043","31,386","          1.02"
"강원도 홍천군 (4272000000)","68,365","34,237","          2.00","35,184","33,181","          1.06"
"강원도 횡성군 (4273000000)","46,481","23,593","          1.97","23,859","22,622","          1.05"
"강원도 영월군 (4275000000)","37,904","21,143","          1.79","19,626","18,278","          1.07"
"강원도 평창군 (4276000000)","40,996","21,665","          1.89","21,091","19,905","          1.06"
"강원도 정선군 (4277000000)","35,675","19,713","          1.81","18,565","17,110","          1.09"
"강원도 철원군 (4278000000)","43,340","20,862","          2.08","22,453","20,887","          1.07"
"강원도 화천군 (4279000000)","24,195","12,556","          1.93","13,138","11,057","          1.19"
"강원도 양구군 (4280000000)","21,748","10,660","          2.04","11,464","10,284","          1.11"
"강원도 인제군 (4281000000)","32,165","16,380","          1.96","17,461","14,704","          1.19"
"강원도 고성군 (4282000000)","27,249","15,064","          1.81","14,019","13,230","          1.06"
"강원도 양양군 (4283000000)","27,913","14,759","          1.89","14,251","13,662","          1.04"
"충청북도  (4300000000)","1,597,427","760,672","          2.10","810,672","786,755","          1.03"
"충청북도 청주시 (4311000000)","848,482","387,016","          2.19","427,881","420,601","          1.02"
"충청북도 청주시 상당구 (4311100000)","193,827","84,548","          2.29","96,267","97,560","          0.99"
"충청북도 청주시 서원구 (4311200000)","192,899","89,194","          2.16","95,958","96,941","          0.99"
"충청북도 청주시 흥덕구 (4311300000)","267,429","123,699","          2.16","135,780","131,649","          1.03"
"충청북도 청주시 청원구 (4311400000)","194,327","89,575","          2.17","99,876","94,451","          1.06"
"충청북도 충주시 (4313000000)","209,358","99,651","          2.10","105,932","103,426","          1.02"
"충청북도 제천시 (4315000000)","131,591","64,540","          2.04","66,170","65,421","          1.01"
"충청북도 보은군 (4372000000)","31,878","17,039","          1.87","16,074","15,804","          1.02"
"충청북도 옥천군 (4373000000)","50,093","25,104","          2.00","25,242","24,851","          1.02"
"충청북도 영동군 (4374000000)","45,773","23,813","          1.92","22,810","22,963","          0.99"
"충청북도 증평군 (4374500000)","36,426","17,832","          2.04","18,993","17,433","          1.09"
"충청북도 진천군 (4375000000)","85,176","41,323","          2.06","44,715","40,461","          1.11"
"충청북도 괴산군 (4376000000)","38,122","21,851","          1.74","19,612","18,510","          1.06"
"충청북도 음성군 (4377000000)","92,197","47,431","          1.94","48,883","43,314","          1.13"
"충청북도 단양군 (4380000000)","28,331","15,072","          1.88","14,360","13,971","          1.03"
"충청남도  (4400000000)","2,119,257","1,001,915","          2.12","1,083,366","1,035,891","          1.05"
"충청남도 천안시 (4413000000)","658,486","297,987","          2.21","336,612","321,874","          1.05"
"충청남도 천안시 동남구 (4413100000)","255,292","116,963","          2.18","129,399","125,893","          1.03"
"충청남도 천안시 서북구 (4413300000)","403,194","181,024","          2.23","207,213","195,981","          1.06"
"충청남도 공주시 (4415000000)","103,145","51,580","          2.00","51,459","51,686","          1.00"
"충청남도 보령시 (4418000000)","98,408","49,419","          1.99","49,933","48,475","          1.03"
"충청남도 아산시 (4420000000)","324,580","145,869","          2.23","168,881","155,699","          1.08"
"충청남도 서산시 (4421000000)","176,645","81,407","          2.17","92,122","84,523","          1.09"
"충청남도 논산시 (4423000000)","114,483","58,048","          1.97","57,147","57,336","          1.00"
"충청남도 계룡시 (4425000000)","43,331","17,152","          2.53","21,563","21,768","          0.99"
"충청남도 당진시 (4427000000)","167,092","79,526","          2.10","88,952","78,140","          1.14"
"충청남도 금산군 (4471000000)","50,477","25,893","          1.95","25,466","25,011","          1.02"
"충청남도 부여군 (4476000000)","63,774","33,257","          1.92","31,634","32,140","          0.98"
"충청남도 서천군 (4477000000)","50,745","26,646","          1.90","25,081","25,664","          0.98"
"충청남도 청양군 (4479000000)","30,440","16,426","          1.85","15,472","14,968","          1.03"
"충청남도 홍성군 (4480000000)","99,324","46,746","          2.12","49,437","49,887","          0.99"
"충청남도 예산군 (4481000000)","76,801","39,051","          1.97","38,574","38,227","          1.01"
"충청남도 태안군 (4482500000)","61,526","32,908","          1.87","31,033","30,493","          1.02"
"전라북도  (4500000000)","1,786,855","849,001","          2.10","888,994","897,861","          0.99"
"전라북도 전주시 (4511000000)","657,269","293,207","          2.24","323,427","333,842","          0.97"
"전라북도 전주시 완산구 (4511100000)","335,804","152,056","          2.21","163,494","172,310","          0.95"
"전라북도 전주시 덕진구 (4511300000)","321,465","141,151","          2.28","159,933","161,532","          0.99"
"전라북도 전주시효자출장소 (4511800000)","0","0","          0.00","0","0","          0.00"
"전라북도 군산시 (4513000000)","265,304","122,250","          2.17","134,290","131,014","          1.03"
"전라북도 익산시 (4514000000)","278,113","129,962","          2.14","138,427","139,686","          0.99"
"전라북도 익산시함열출장소 (4514500000)","0","0","          0.00","0","0","          0.00"
"전라북도 정읍시 (4518000000)","106,487","54,242","          1.96","52,892","53,595","          0.99"
"전라북도 남원시 (4519000000)","79,431","39,670","          2.00","38,965","40,466","          0.96"
"전라북도 김제시 (4521000000)","80,913","42,509","          1.90","40,193","40,720","          0.99"
"전라북도 완주군 (4571000000)","91,142","44,020","          2.07","46,845","44,297","          1.06"
"전라북도 진안군 (4572000000)","24,987","13,494","          1.85","12,667","12,320","          1.03"
"전라북도 무주군 (4573000000)","23,748","12,823","          1.85","11,826","11,922","          0.99"
"전라북도 장수군 (4574000000)","21,695","11,584","          1.87","10,812","10,883","          0.99"
"전라북도 임실군 (4575000000)","26,730","14,899","          1.79","13,692","13,038","          1.05"
"전라북도 순창군 (4577000000)","26,855","13,996","          1.92","13,189","13,666","          0.97"
"전라북도 고창군 (4579000000)","53,386","28,757","          1.86","26,507","26,879","          0.99"
"전라북도 부안군 (4580000000)","50,795","27,588","          1.84","25,262","25,533","          0.99"
"전라남도  (4600000000)","1,832,803","903,108","          2.03","922,221","910,582","          1.01"
"전라남도 목포시 (4611000000)","218,589","103,162","          2.12","108,808","109,781","          0.99"
"전라남도 여수시 (4613000000)","276,762","128,169","          2.16","141,074","135,688","          1.04"
"전라남도 순천시 (4615000000)","281,436","124,029","          2.27","140,466","140,970","          1.00"
"전라남도 나주시 (4617000000)","116,726","59,292","          1.97","58,906","57,820","          1.02"
"전라남도 광양시 (4623000000)","150,531","67,103","          2.24","78,626","71,905","          1.09"
"전라남도 담양군 (4671000000)","46,180","24,773","          1.86","23,428","22,752","          1.03"
"전라남도 곡성군 (4672000000)","27,535","15,536","          1.77","13,540","13,995","          0.97"
"전라남도 구례군 (4673000000)","25,235","13,462","          1.87","12,285","12,950","          0.95"
"전라남도 고흥군 (4677000000)","62,762","35,379","          1.77","30,569","32,193","          0.95"
"전라남도 보성군 (4678000000)","39,375","22,511","          1.75","19,221","20,154","          0.95"
"전라남도 화순군 (4679000000)","62,624","32,012","          1.96","30,910","31,714","          0.97"
"전라남도 장흥군 (4680000000)","36,547","20,103","          1.82","17,785","18,762","          0.95"
"전라남도 강진군 (4681000000)","33,753","18,592","          1.82","16,359","17,394","          0.94"
"전라남도 해남군 (4682000000)","67,166","35,225","          1.91","33,273","33,893","          0.98"
"전라남도 영암군 (4683000000)","52,937","28,197","          1.88","27,485","25,452","          1.08"
"전라남도 무안군 (4684000000)","91,107","42,739","          2.13","45,753","45,354","          1.01"
"전라남도 함평군 (4686000000)","31,274","17,980","          1.74","15,730","15,544","          1.01"
"전라남도 영광군 (4687000000)","51,985","27,112","          1.92","25,959","26,026","          1.00"
"전라남도 장성군 (4688000000)","43,365","23,160","          1.87","22,206","21,159","          1.05"
"전라남도 완도군 (4689000000)","48,631","26,029","          1.87","24,475","24,156","          1.01"
"전라남도 진도군 (4690000000)","30,066","16,700","          1.80","14,908","15,158","          0.98"
"전라남도 신안군 (4691000000)","38,217","21,843","          1.75","20,455","17,762","          1.15"
"경상북도  (4700000000)","2,626,609","1,276,846","          2.06","1,323,661","1,302,948","          1.02"
"경상북도 포항시 (4711000000)","503,852","232,201","          2.17","255,292","248,560","          1.03"
"경상북도 포항시 남구 (4711100000)","230,801","109,419","          2.11","119,438","111,363","          1.07"
"경상북도 포항시 북구 (4711300000)","273,051","122,782","          2.22","135,854","137,197","          0.99"
"경상북도 경주시 (4713000000)","251,889","123,071","          2.05","126,024","125,865","          1.00"
"경상북도 김천시 (4715000000)","140,239","68,393","          2.05","70,305","69,934","          1.01"
"경상북도 안동시 (4717000000)","156,972","77,666","          2.02","77,590","79,382","          0.98"
"경상북도 구미시 (4719000000)","412,581","182,645","          2.26","212,021","200,560","          1.06"
"경상북도 영주시 (4721000000)","101,942","50,271","          2.03","50,591","51,351","          0.99"
"경상북도 영천시 (4723000000)","101,888","53,904","          1.89","51,737","50,151","          1.03"
"경상북도 상주시 (4725000000)","95,566","48,965","          1.95","46,869","48,697","          0.96"
"경상북도 문경시 (4728000000)","71,154","37,069","          1.92","34,919","36,235","          0.96"
"경상북도 경산시 (4729000000)","268,369","124,869","          2.15","134,940","133,429","          1.01"
"경상북도 군위군 (4772000000)","22,945","13,258","          1.73","11,761","11,184","          1.05"
"경상북도 의성군 (4773000000)","50,632","28,798","          1.76","24,796","25,836","          0.96"
"경상북도 청송군 (4775000000)","24,539","14,029","          1.75","12,261","12,278","          1.00"
"경상북도 영양군 (4776000000)","16,320","9,055","          1.80","8,144","8,176","          1.00"
"경상북도 영덕군 (4777000000)","35,314","19,895","          1.78","16,777","18,537","          0.91"
"경상북도 청도군 (4782000000)","41,891","23,251","          1.80","20,598","21,293","          0.97"
"경상북도 고령군 (4783000000)","30,626","16,556","          1.85","15,741","14,885","          1.06"
"경상북도 성주군 (4784000000)","42,842","23,621","          1.81","22,216","20,626","          1.08"
"경상북도 칠곡군 (4785000000)","113,822","53,883","          2.11","59,260","54,562","          1.09"
"경상북도 예천군 (4790000000)","55,739","27,771","          2.01","27,391","28,348","          0.97"
"경상북도 봉화군 (4792000000)","30,762","16,882","          1.82","15,551","15,211","          1.02"
"경상북도 울진군 (4793000000)","47,858","25,535","          1.87","24,026","23,832","          1.01"
"경상북도 울릉군 (4794000000)","8,867","5,258","          1.69","4,851","4,016","          1.21"
"경상남도  (4800000000)","3,314,183","1,505,971","          2.20","1,668,338","1,645,845","          1.01"
"경상남도 창원시 (4812000000)","1,032,741","451,940","          2.29","523,223","509,518","          1.03"
"경상남도 창원시 의창구 (4812100000)","218,027","95,630","          2.28","110,998","107,029","          1.04"
"경상남도 창원시 성산구 (4812300000)","251,562","105,052","          2.39","128,346","123,216","          1.04"
"경상남도 창원시 마산합포구 (4812500000)","181,322","84,087","          2.16","90,141","91,181","          0.99"
"경상남도 창원시 마산회원구 (4812700000)","186,881","82,405","          2.27","93,661","93,220","          1.00"
"경상남도 창원시 진해구 (4812900000)","194,949","84,766","          2.30","100,077","94,872","          1.05"
"경상남도 진주시 (4817000000)","347,097","157,292","          2.21","171,601","175,496","          0.98"
"경상남도 통영시 (4822000000)","125,383","59,738","          2.10","62,928","62,455","          1.01"
"경상남도 사천시 (4824000000)","109,953","53,944","          2.04","55,433","54,520","          1.02"
"경상남도 사천남양출장소 (4824500000)","0","0","          0.00","0","0","          0.00"
"경상남도 김해시 (4825000000)","537,673","225,984","          2.38","271,899","265,774","          1.02"
"경상남도 장유출장소 (4825200000)","0","0","          0.00","0","0","          0.00"
"경상남도 밀양시 (4827000000)","103,525","53,120","          1.95","50,849","52,676","          0.97"
"경상남도 거제시 (4831000000)","241,216","103,674","          2.33","126,291","114,925","          1.10"
"경상남도 양산시 (4833000000)","354,726","153,732","          2.31","177,759","176,967","          1.00"
"경상남도 양산시웅상출장소 (4833200000)","0","0","          0.00","0","0","          0.00"
"경상남도 의령군 (4872000000)","26,322","15,010","          1.75","12,966","13,356","          0.97"
"경상남도 함안군 (4873000000)","62,547","30,978","          2.02","31,816","30,731","          1.04"
"경상남도 창녕군 (4874000000)","60,129","32,469","          1.85","29,948","30,181","          0.99"
"경상남도 고성군 (4882000000)","50,478","26,318","          1.92","25,297","25,181","          1.00"
"경상남도 남해군 (4884000000)","42,266","22,786","          1.85","20,450","21,816","          0.94"
"경상남도 하동군 (4885000000)","43,449","23,769","          1.83","21,696","21,753","          1.00"
"경상남도 산청군 (4886000000)","34,360","19,600","          1.75","16,931","17,429","          0.97"
"경상남도 함양군 (4887000000)","38,310","20,840","          1.84","18,531","19,779","          0.94"
"경상남도 거창군 (4888000000)","61,073","30,564","          2.00","29,955","31,118","          0.96"
"경상남도 합천군 (4889000000)","42,935","24,213","          1.77","20,765","22,170","          0.94"
"제주특별자치도  (5000000000)","676,759","307,529","          2.20","339,177","337,582","          1.00"
"제주특별자치도 제주시 (5011000000)","493,096","219,978","          2.24","246,494","246,602","          1.00"
"제주특별자치도 서귀포시 (5013000000)","183,663","87,551","          2.10","92,683","90,980","          1.02"
